timestamp,residual
2015-01-01,51.398732142857135
2015-01-08,-30.203627008921067
2015-01-15,-4.875623114200913
2015-01-22,2.949655829258184
2015-01-29,-1.3296267119833445
2015-02-05,0.7784920558461721
2015-02-12,-2.1381790256301088
2015-02-19,2.6018846730065732
2015-02-26,0.13879144513698805
2015-03-05,-2.3350214935235627
2015-03-12,-0.40307666086618354
2015-03-19,1.299278242153818
2015-03-26,1.8851772153469852
2015-04-02,-8.616131205981702
2015-04-09,12.086209628582665
2015-04-16,-6.472524188308881
2015-04-23,2.029908968801088
2015-04-30,-2.6880184844393256
2015-05-07,4.738580795916363
2015-05-14,-5.917139596220885
2015-05-21,3.560541869247288
2015-05-28,2.8301082437237
2015-06-04,-5.076347659241073
2015-06-11,3.9181442121117627
2015-06-18,-1.8766002347992412
2015-06-25,-0.17149723818554463
2015-07-02,2.416381906792026
2015-07-09,-4.148784756824078
2015-07-16,2.5018017643687145
2015-07-23,-1.3059328504478955
2015-07-30,-0.44662316208786734
2015-08-06,2.3151941050889207
2015-08-13,-1.8249011179770989
2015-08-20,1.58891364155577
2015-08-27,-0.5029148633463549
2015-09-03,-0.5869695982580012
2015-09-10,0.8489430020187214
2015-09-17,-2.0313579423580848
2015-09-24,2.802076906325574
2015-10-01,-2.136243493929946
2015-10-08,2.3643059574628538
2015-10-15,-0.9605307452263929
2015-10-22,-1.366301938642252
2015-10-29,0.8614287084020376
2015-11-05,1.179451129873577
2015-11-12,0.038954665067173266
2015-11-19,-0.5005513319898682
2015-11-26,-0.6691240854547473
2015-12-03,-1.3551950903715948
2015-12-10,1.3569658086597869
2015-12-17,-5.2712899723888285
2015-12-24,-3.1810019917767676
2015-12-31,10.591929253765393
2016-01-07,8.526110448644467
2016-01-14,4.024047200416547
2016-01-21,0.3070450896132755
2016-01-28,1.5067842353680376
2016-02-04,1.1730578956891407
2016-02-11,3.0245994118350126
2016-02-18,1.376159423098521
2016-02-25,-0.24250151601555814
2016-03-03,2.0466022649198194
2016-03-10,2.280193989974997
2016-03-17,-0.0032908784204011
2016-03-24,-5.3314670243659705
2016-03-31,9.415923833592451
2016-04-07,-2.176192717652526
2016-04-14,-0.06103428984199155
2016-04-21,2.1831937620020057
2016-04-28,1.2246023742333847
2016-05-05,-3.248239584717858
2016-05-12,3.372485079972698
2016-05-19,3.2352417411469077
2016-05-26,-3.248098684680947
2016-06-02,3.4277696159523217
2016-06-09,-0.9164595140893681
2016-06-16,0.5842979918945446
2016-06-23,1.3499643912623966
2016-06-30,-1.1037296691427372
2016-07-07,1.3143797119736718
2016-07-14,-0.3444904308964212
2016-07-21,0.7153479029855845
2016-07-28,-0.3434796401398543
2016-08-04,-0.45376150737392607
2016-08-11,0.43653228174042624
2016-08-18,1.4233188229880795
2016-08-25,0.965882327345021
2016-09-01,-0.8273014086218353
2016-09-08,0.4247253420832138
2016-09-15,-0.5701077321713939
2016-09-22,0.7940042334099786
2016-09-29,-0.16081151610300992
2016-10-06,3.324619259362983
2016-10-13,-0.7909813415483242
2016-10-20,0.6008704455007532
2016-10-27,-2.5461784993900665
2016-11-03,4.179586794282514
2016-11-10,-0.1435619667937118
2016-11-17,-1.604525418677646
2016-11-24,0.5396352085371561
2016-12-01,1.7255198577211175
2016-12-08,-1.724249256394792
2016-12-15,1.7599832213342381
2016-12-22,-5.062950274251854
2016-12-29,0.7711137472445841
