timestamp,actual,sarimax,sarimax_lower_95,sarimax_upper_95,temp_mean,holiday_days
2020-01-30,60.40735119047618,62.96610216333562,58.12955005992304,67.80265426674819,6.642857142857143,0
2020-02-06,60.568398809523806,63.416660512167574,58.53741686259355,68.29590416174159,5.4,0
2020-02-13,60.228547619047625,63.19775627884569,58.276191395399024,68.11932116229235,6.471428571428571,0
2020-02-20,59.077958333333335,63.80855323111419,58.84502795169286,68.77207851053552,5.771428571428571,0
2020-02-27,58.95033928571428,63.306193224126396,58.30105931062265,68.31132713763014,4.6571428571428575,0
2020-03-05,58.91609523809524,62.204867330428605,57.158467843378055,67.25126681747915,5.914285714285714,0
2020-03-12,56.96972023809524,63.843744318170494,58.75641396984512,68.93107466649586,7.085714285714286,0
2020-03-19,54.4246011904762,62.21330134679254,57.085366834456394,67.34123585912869,3.442857142857143,0
2020-03-26,53.30305357142858,60.45230766565417,55.2840879864494,65.62052734485893,3.6714285714285713,0
2020-04-02,51.200857142857146,60.14815270159821,54.93995945036505,65.35634595283136,9.028571428571428,0
2020-04-09,45.27698214285714,54.58088568165453,49.33302333286465,59.82874803044441,8.957142857142857,2
2020-04-16,49.765482142857145,59.11006946989521,53.8228356447749,64.39730329501552,10.4,0
2020-04-23,50.07677976190476,58.345899571755716,53.019585291585614,63.67221385192582,13.228571428571428,0
2020-04-30,48.23919047619048,57.09597401156793,51.73086393806611,62.46108408506976,10.714285714285714,1
2020-05-07,50.1552380952381,59.329330709879706,53.92570337350304,64.73295804625637,11.62857142857143,0
2020-05-14,50.059333333333335,59.15288034235619,53.71100835928975,64.59475232542263,12.5,0
2020-05-21,47.76384523809524,57.93140842339518,52.45155870194024,63.41125814485012,14.228571428571428,1
2020-05-28,47.621232142857146,55.611245672869764,50.09367960988728,61.128811735852246,15.914285714285716,1
2020-06-04,50.509142857142855,60.170204107374346,54.61517777539155,65.72523043935715,15.828571428571427,0
2020-06-11,48.34847619047619,58.94180603391372,53.34957035945681,64.53404170837062,20.47142857142857,0
2020-06-18,49.93173214285715,58.61730890043082,52.98810983410578,64.24650796675586,18.8,0
2020-06-25,51.03688690476191,58.58109308067034,52.91517175947632,64.24701440186436,21.74285714285714,0
2020-07-02,51.615029761904765,58.57333803616186,52.870930938487476,64.27574513383624,18.61428571428572,0
2020-07-09,50.864625,57.336035167543855,51.59737426126498,63.07469607382273,16.985714285714288,0
2020-07-16,50.6185,57.77965970377305,52.00497258784203,63.554346819704065,18.542857142857144,0
2020-07-23,50.42470238095238,58.918397048122465,53.10790708801188,64.72888700823304,20.142857142857142,0
2020-07-30,49.11565476190477,58.83153247029995,52.9854589276397,64.6776060129602,19.942857142857143,0
2020-08-06,51.43091666666667,55.523055170673445,49.641613327397394,61.404497013949495,26.3,0
2020-08-13,51.5311130952381,56.87231851315004,50.95571979044756,62.78891723585252,23.857142857142858,0
2020-08-20,52.26697023809524,57.53330273875583,51.581754811104496,63.48485066640716,21.65714285714285,0
2020-08-27,51.34003571428572,57.88368452709206,51.89739143162996,63.86997762255415,16.45714285714286,0
2020-09-03,51.67822023809524,58.84318537360433,52.82234761508406,64.8640231321246,16.485714285714288,0
2020-09-10,51.62555952380952,58.29436038515725,52.239175036708396,64.34954573360609,18.585714285714285,0
2020-09-17,52.42595833333333,59.37648174761224,53.287142547525264,65.46582094769921,15.714285714285714,0
2020-09-24,54.16725,59.951638801779474,53.82833624651061,66.07494135704835,12.928571428571429,0
