date,temp_mean,temp_min,temp_max,heating_degree_days,cooling_degree_days,has_holiday,holiday_name
2019-02-14,5.9,2.5,9.7,12.1,0.0,0,
2019-02-15,3.4,-2.1,11.3,14.6,0.0,0,
2019-02-16,5.6,1.1,13.9,12.4,0.0,0,
2019-02-17,4.5,-1.3,12.1,13.5,0.0,0,
2019-02-18,5.0,-0.8,13.0,13.0,0.0,0,
2019-02-19,6.1,3.2,9.7,11.9,0.0,0,
2019-02-20,6.3,4.3,9.7,11.7,0.0,0,
2019-02-21,7.8,6.2,11.0,10.2,0.0,0,
2019-02-22,3.2,-2.6,8.4,14.8,0.0,0,
2019-02-23,-1.0,-4.8,4.1,19.0,0.0,0,
2019-02-24,2.0,-3.4,10.0,16.0,0.0,0,
2019-02-25,4.6,-1.6,12.4,13.4,0.0,0,
2019-02-26,5.8,2.2,11.1,12.2,0.0,0,
2019-02-27,6.4,0.6,14.2,11.6,0.0,0,
2019-02-28,7.6,4.8,12.4,10.4,0.0,0,
2019-03-01,4.5,3.4,5.9,13.5,0.0,0,
2019-03-02,3.9,2.2,5.6,14.1,0.0,0,
2019-03-03,8.1,4.2,10.0,9.9,0.0,0,
2019-03-04,9.5,5.9,14.2,8.5,0.0,0,
2019-03-05,6.4,4.1,8.7,11.6,0.0,0,
2019-03-06,6.3,1.3,11.2,11.7,0.0,0,
2019-03-07,10.1,7.6,16.1,7.9,0.0,0,
2019-03-08,7.5,3.9,9.6,10.5,0.0,0,
2019-03-09,6.9,4.4,11.5,11.1,0.0,0,
2019-03-10,4.9,1.8,7.5,13.1,0.0,0,
2019-03-11,3.0,1.1,5.6,15.0,0.0,0,
2019-03-12,4.8,1.7,8.3,13.2,0.0,0,
2019-03-13,6.9,3.5,9.9,11.1,0.0,0,
2019-03-14,5.5,3.5,8.3,12.5,0.0,0,
2019-03-15,7.3,5.0,9.4,10.7,0.0,0,
2019-03-16,6.7,4.9,8.9,11.3,0.0,0,
2019-03-17,8.2,4.6,12.5,9.8,0.0,0,
2019-03-18,4.9,2.8,7.7,13.1,0.0,0,
2019-03-19,4.7,0.1,8.2,13.3,0.0,0,
2019-03-20,5.5,-2.0,11.6,12.5,0.0,0,
2019-03-21,10.2,7.7,13.6,7.800000000000001,0.0,0,
2019-03-22,8.7,3.6,13.5,9.3,0.0,0,
2019-03-23,10.2,4.6,16.8,7.800000000000001,0.0,0,
2019-03-24,6.9,2.5,10.6,11.1,0.0,0,
2019-03-25,4.5,1.6,7.8,13.5,0.0,0,
2019-03-26,4.8,1.5,8.3,13.2,0.0,0,
2019-03-27,6.4,2.3,9.5,11.6,0.0,0,
2019-03-28,8.8,7.5,10.9,9.2,0.0,0,
2019-03-29,9.6,7.3,12.7,8.4,0.0,0,
2019-03-30,9.5,2.1,16.9,8.5,0.0,0,
2019-03-31,7.9,2.7,12.0,10.1,0.0,0,
2019-04-01,4.4,-1.5,10.0,13.6,0.0,0,
2019-04-02,7.6,1.8,13.7,10.4,0.0,0,
2019-04-03,11.8,6.7,18.0,6.199999999999999,0.0,0,
2019-04-04,13.3,7.7,19.3,4.699999999999999,0.0,0,
2019-04-05,12.4,8.9,16.2,5.6,0.0,0,
2019-04-06,13.5,7.5,20.0,4.5,0.0,0,
2019-04-07,12.4,6.5,18.2,5.6,0.0,0,
2019-04-08,10.8,3.9,18.2,7.199999999999999,0.0,0,
2019-04-09,6.8,3.7,11.6,11.2,0.0,0,
2019-04-10,5.3,2.3,8.7,12.7,0.0,0,
2019-04-11,3.6,0.6,6.7,14.4,0.0,0,
2019-04-12,3.2,1.4,5.0,14.8,0.0,0,
2019-04-13,4.0,1.2,7.2,14.0,0.0,0,
2019-04-14,5.1,1.6,9.4,12.9,0.0,0,
2019-04-15,7.0,1.2,12.5,11.0,0.0,0,
2019-04-16,8.0,1.3,14.7,10.0,0.0,0,
2019-04-17,10.3,3.4,16.8,7.699999999999999,0.0,0,
2019-04-18,13.0,6.5,19.9,5.0,0.0,0,
2019-04-19,14.1,8.3,20.9,3.9000000000000004,0.0,1,Good Friday
2019-04-20,12.1,3.8,20.0,5.9,0.0,0,
2019-04-21,13.5,6.0,20.0,4.5,0.0,0,
2019-04-22,13.2,7.1,18.8,4.800000000000001,0.0,1,Easter Monday
2019-04-23,14.4,10.4,19.6,3.5999999999999996,0.0,0,
2019-04-24,16.5,10.9,22.5,1.5,0.0,0,
2019-04-25,18.4,12.8,24.2,0.0,0.0,0,
2019-04-26,19.3,14.3,25.2,0.0,0.0,0,
2019-04-27,12.9,9.7,17.2,5.1,0.0,0,
2019-04-28,10.5,8.3,13.0,7.5,0.0,0,
2019-04-29,10.9,6.9,16.7,7.1,0.0,0,
2019-04-30,10.5,4.7,17.3,7.5,0.0,0,
2019-05-01,12.1,8.5,17.2,5.9,0.0,1,Labor Day
2019-05-02,10.5,6.8,14.1,7.5,0.0,0,
2019-05-03,8.6,6.4,10.7,9.4,0.0,0,
2019-05-04,6.4,3.7,10.3,11.6,0.0,0,
2019-05-05,6.7,0.2,11.4,11.3,0.0,0,
2019-05-06,7.4,2.3,11.4,10.6,0.0,0,
2019-05-07,8.4,5.0,12.3,9.6,0.0,0,
2019-05-08,11.0,1.7,18.0,7.0,0.0,0,
2019-05-09,13.0,10.7,16.8,5.0,0.0,0,
2019-05-10,12.3,8.2,16.7,5.699999999999999,0.0,0,
2019-05-11,10.6,5.3,15.0,7.4,0.0,0,
2019-05-12,10.9,7.8,15.7,7.1,0.0,0,
2019-05-13,9.8,4.7,14.6,8.2,0.0,0,
2019-05-14,8.7,4.1,13.4,9.3,0.0,0,
2019-05-15,8.6,3.2,13.4,9.4,0.0,0,
2019-05-16,10.0,7.2,13.7,8.0,0.0,0,
2019-05-17,12.7,5.4,18.6,5.300000000000001,0.0,0,
2019-05-18,16.8,10.3,22.7,1.1999999999999993,0.0,0,
2019-05-19,17.7,10.3,23.7,0.3000000000000007,0.0,0,
2019-05-20,18.4,14.0,24.6,0.0,0.0,0,
2019-05-21,17.7,12.1,22.4,0.3000000000000007,0.0,0,
2019-05-22,13.7,12.0,15.6,4.300000000000001,0.0,0,
2019-05-23,14.0,8.6,19.4,4.0,0.0,0,
2019-05-24,16.4,8.3,22.2,1.6000000000000014,0.0,0,
2019-05-25,14.5,11.0,17.9,3.5,0.0,0,
2019-05-26,15.8,8.5,22.3,2.1999999999999993,0.0,0,
2019-05-27,17.2,15.3,19.5,0.8000000000000007,0.0,0,
2019-05-28,15.6,11.8,18.9,2.4000000000000004,0.0,0,
2019-05-29,12.7,8.5,16.5,5.300000000000001,0.0,0,
2019-05-30,15.4,6.7,22.9,2.5999999999999996,0.0,1,Ascension Day
2019-05-31,18.9,13.4,24.0,0.0,0.0,0,
2019-06-01,21.4,14.7,28.1,0.0,0.0,0,
2019-06-02,23.6,15.4,30.5,0.0,1.6000000000000014,0,
2019-06-03,27.1,19.6,33.6,0.0,5.100000000000001,0,
2019-06-04,24.8,17.7,30.4,0.0,2.8000000000000007,0,
2019-06-05,27.1,19.8,32.8,0.0,5.100000000000001,0,
2019-06-06,23.4,16.4,29.8,0.0,1.3999999999999986,0,
2019-06-07,19.5,14.4,25.6,0.0,0.0,0,
2019-06-08,19.1,15.6,22.5,0.0,0.0,0,
2019-06-09,19.7,12.3,25.8,0.0,0.0,0,
2019-06-10,22.3,16.5,27.6,0.0,0.3000000000000007,1,Pentecost Monday
2019-06-11,23.0,17.4,28.8,0.0,1.0,0,
2019-06-12,24.0,18.5,33.1,0.0,2.0,0,
2019-06-13,20.1,15.3,25.5,0.0,0.0,0,
2019-06-14,23.5,14.7,30.3,0.0,1.5,0,
2019-06-15,25.4,21.1,32.4,0.0,3.3999999999999986,0,
2019-06-16,19.6,15.4,24.0,0.0,0.0,0,
2019-06-17,21.0,14.3,26.4,0.0,0.0,0,
2019-06-18,24.1,16.8,29.7,0.0,2.1000000000000014,0,
2019-06-19,24.7,18.0,30.9,0.0,2.6999999999999993,0,
2019-06-20,22.8,19.0,27.4,0.0,0.8000000000000007,0,
2019-06-21,20.9,17.1,24.2,0.0,0.0,0,
2019-06-22,20.4,14.4,25.0,0.0,0.0,0,
2019-06-23,21.8,15.3,27.7,0.0,0.0,0,
2019-06-24,23.5,16.2,29.1,0.0,1.5,0,
2019-06-25,27.3,19.8,33.6,0.0,5.300000000000001,0,
2019-06-26,29.5,22.1,36.3,0.0,7.5,0,
2019-06-27,20.6,16.0,25.1,0.0,0.0,0,
2019-06-28,19.5,14.8,24.3,0.0,0.0,0,
2019-06-29,22.8,13.3,30.4,0.0,0.8000000000000007,0,
2019-06-30,28.2,16.9,37.4,0.0,6.199999999999999,0,
2019-07-01,23.1,18.0,27.6,0.0,1.1000000000000014,0,
2019-07-02,18.4,15.0,22.2,0.0,0.0,0,
2019-07-03,15.8,10.5,18.9,2.1999999999999993,0.0,0,
2019-07-04,17.2,10.9,22.1,0.8000000000000007,0.0,0,
2019-07-05,17.9,15.8,20.9,0.10000000000000142,0.0,0,
2019-07-06,18.2,14.3,23.2,0.0,0.0,0,
2019-07-07,15.1,11.5,17.8,2.9000000000000004,0.0,0,
2019-07-08,14.4,10.8,18.7,3.5999999999999996,0.0,0,
2019-07-09,15.4,11.1,18.1,2.5999999999999996,0.0,0,
2019-07-10,16.8,11.1,21.3,1.1999999999999993,0.0,0,
2019-07-11,18.6,11.1,24.2,0.0,0.0,0,
2019-07-12,17.5,16.0,19.3,0.5,0.0,0,
2019-07-13,19.6,14.5,24.4,0.0,0.0,0,
2019-07-14,18.2,14.9,22.5,0.0,0.0,0,
2019-07-15,16.7,14.6,18.7,1.3000000000000007,0.0,0,
2019-07-16,17.4,14.3,20.8,0.6000000000000014,0.0,0,
2019-07-17,18.2,12.0,22.9,0.0,0.0,0,
2019-07-18,20.2,13.0,25.6,0.0,0.0,0,
2019-07-19,21.6,16.9,24.6,0.0,0.0,0,
2019-07-20,23.4,14.8,29.8,0.0,1.3999999999999986,0,
2019-07-21,21.8,16.4,26.2,0.0,0.0,0,
2019-07-22,20.7,15.8,25.1,0.0,0.0,0,
2019-07-23,23.8,17.4,30.2,0.0,1.8000000000000007,0,
2019-07-24,25.8,17.6,32.9,0.0,3.8000000000000007,0,
2019-07-25,27.0,19.5,34.1,0.0,5.0,0,
2019-07-26,25.5,20.0,30.8,0.0,3.5,0,
2019-07-27,24.0,19.4,27.9,0.0,2.0,0,
2019-07-28,25.3,19.1,30.7,0.0,3.3000000000000007,0,
2019-07-29,27.6,23.3,33.5,0.0,5.600000000000001,0,
2019-07-30,24.4,20.6,29.8,0.0,2.3999999999999986,0,
2019-07-31,21.1,16.7,26.4,0.0,0.0,0,
2019-08-01,19.3,15.2,24.1,0.0,0.0,0,
2019-08-02,18.6,13.7,23.9,0.0,0.0,0,
2019-08-03,19.3,14.8,24.5,0.0,0.0,0,
2019-08-04,19.6,15.0,23.9,0.0,0.0,0,
2019-08-05,19.8,13.8,25.0,0.0,0.0,0,
2019-08-06,21.5,16.3,27.4,0.0,0.0,0,
2019-08-07,20.5,16.4,24.3,0.0,0.0,0,
2019-08-08,20.6,15.6,25.8,0.0,0.0,0,
2019-08-09,21.3,14.9,27.0,0.0,0.0,0,
2019-08-10,23.0,19.4,27.2,0.0,1.0,0,
2019-08-11,22.9,17.7,27.3,0.0,0.8999999999999986,0,
2019-08-12,20.7,18.0,23.7,0.0,0.0,0,
2019-08-13,18.3,15.2,21.9,0.0,0.0,0,
2019-08-14,16.4,11.8,20.9,1.6000000000000014,0.0,0,
2019-08-15,17.4,11.4,22.5,0.6000000000000014,0.0,0,
2019-08-16,18.5,14.9,22.2,0.0,0.0,0,
2019-08-17,20.3,14.9,26.8,0.0,0.0,0,
2019-08-18,20.9,18.1,25.6,0.0,0.0,0,
2019-08-19,19.6,15.8,23.6,0.0,0.0,0,
2019-08-20,19.1,12.7,24.5,0.0,0.0,0,
2019-08-21,18.7,14.7,23.3,0.0,0.0,0,
2019-08-22,19.4,10.9,26.4,0.0,0.0,0,
2019-08-23,21.6,14.0,27.8,0.0,0.0,0,
2019-08-24,22.5,14.5,29.1,0.0,0.5,0,
2019-08-25,24.9,19.9,30.0,0.0,2.8999999999999986,0,
2019-08-26,25.2,18.6,31.0,0.0,3.1999999999999993,0,
2019-08-27,25.2,20.1,30.6,0.0,3.1999999999999993,0,
2019-08-28,25.9,20.2,32.1,0.0,3.8999999999999986,0,
2019-08-29,24.1,17.6,30.1,0.0,2.1000000000000014,0,
2019-08-30,23.7,18.9,29.1,0.0,1.6999999999999993,0,
2019-08-31,26.2,19.4,32.5,0.0,4.199999999999999,0,
2019-09-01,24.5,19.8,29.3,0.0,2.5,0,
2019-09-02,17.8,14.0,21.0,0.1999999999999993,0.0,0,
2019-09-03,16.0,10.4,20.3,2.0,0.0,0,
2019-09-04,19.3,13.1,27.0,0.0,0.0,0,
2019-09-05,18.1,15.0,22.1,0.0,0.0,0,
2019-09-06,15.0,9.7,20.2,3.0,0.0,0,
2019-09-07,14.9,8.9,20.0,3.0999999999999996,0.0,0,
2019-09-08,15.6,10.4,20.1,2.4000000000000004,0.0,0,
2019-09-09,13.9,13.1,14.9,4.1,0.0,0,
2019-09-10,15.2,12.6,19.3,2.8000000000000007,0.0,0,
2019-09-11,16.0,8.9,21.9,2.0,0.0,0,
2019-09-12,17.6,14.3,21.3,0.3999999999999986,0.0,0,
2019-09-13,17.2,13.6,20.3,0.8000000000000007,0.0,0,
2019-09-14,13.6,8.8,18.4,4.4,0.0,0,
2019-09-15,16.3,9.5,23.0,1.6999999999999993,0.0,0,
2019-09-16,14.1,12.1,16.5,3.9000000000000004,0.0,0,
2019-09-17,11.8,10.1,15.8,6.199999999999999,0.0,0,
2019-09-18,11.6,7.4,15.7,6.4,0.0,0,
2019-09-19,11.4,7.1,16.2,6.6,0.0,0,
2019-09-20,11.4,6.5,16.2,6.6,0.0,0,
2019-09-21,14.1,8.4,20.4,3.9000000000000004,0.0,0,
2019-09-22,15.8,8.7,24.0,2.1999999999999993,0.0,0,
2019-09-23,16.1,9.7,22.8,1.8999999999999986,0.0,0,
2019-09-24,15.8,12.8,18.8,2.1999999999999993,0.0,0,
2019-09-25,14.7,12.6,17.7,3.3000000000000007,0.0,0,
2019-09-26,14.7,9.3,19.7,3.3000000000000007,0.0,0,
2019-09-27,15.2,12.2,17.3,2.8000000000000007,0.0,0,
2019-09-28,14.5,12.0,18.4,3.5,0.0,0,
2019-09-29,14.8,13.3,16.1,3.1999999999999993,0.0,0,
2019-09-30,14.5,12.7,15.6,3.5,0.0,0,
2019-10-01,13.8,11.5,17.0,4.199999999999999,0.0,0,
2019-10-02,10.6,7.7,13.5,7.4,0.0,0,
2019-10-03,9.7,7.5,12.4,8.3,0.0,1,German Unity Day
2019-10-04,8.7,4.8,12.6,9.3,0.0,0,
2019-10-05,8.8,6.0,11.7,9.2,0.0,0,
2019-10-06,6.7,3.3,10.9,11.3,0.0,0,
2019-10-07,5.6,0.1,11.1,12.4,0.0,0,
2019-10-08,9.3,4.7,12.6,8.7,0.0,0,
2019-10-09,12.0,10.0,15.5,6.0,0.0,0,
2019-10-10,11.3,9.7,13.8,6.699999999999999,0.0,0,
2019-10-11,12.7,9.5,15.6,5.300000000000001,0.0,0,
2019-10-12,16.1,14.1,19.3,1.8999999999999986,0.0,0,
2019-10-13,18.3,14.2,23.2,0.0,0.0,0,
2019-10-14,18.5,15.4,21.2,0.0,0.0,0,
2019-10-15,15.4,12.3,20.4,2.5999999999999996,0.0,0,
2019-10-16,11.7,9.2,14.6,6.300000000000001,0.0,0,
2019-10-17,13.7,10.4,17.2,4.300000000000001,0.0,0,
2019-10-18,14.6,11.2,18.8,3.4000000000000004,0.0,0,
2019-10-19,11.8,9.2,15.3,6.199999999999999,0.0,0,
2019-10-20,14.1,11.2,19.0,3.9000000000000004,0.0,0,
2019-10-21,13.9,11.1,18.1,4.1,0.0,0,
2019-10-22,13.2,9.2,16.9,4.800000000000001,0.0,0,
2019-10-23,11.6,6.2,17.2,6.4,0.0,0,
2019-10-24,13.6,12.1,16.7,4.4,0.0,0,
2019-10-25,13.6,11.3,17.4,4.4,0.0,0,
2019-10-26,14.1,11.1,17.6,3.9000000000000004,0.0,0,
2019-10-27,12.3,7.4,16.1,5.699999999999999,0.0,0,
2019-10-28,8.2,6.1,11.7,9.8,0.0,0,
2019-10-29,5.9,2.6,9.7,12.1,0.0,0,
2019-10-30,3.3,-1.0,8.1,14.7,0.0,0,
2019-10-31,0.8,-3.0,6.2,17.2,0.0,0,
2019-11-01,2.0,-2.3,6.4,16.0,0.0,0,
2019-11-02,10.3,4.3,14.9,7.699999999999999,0.0,0,
2019-11-03,10.9,7.7,12.5,7.1,0.0,0,
2019-11-04,9.5,7.7,11.9,8.5,0.0,0,
2019-11-05,8.5,7.2,10.8,9.5,0.0,0,
2019-11-06,7.7,6.2,8.6,10.3,0.0,0,
2019-11-07,7.7,5.2,10.8,10.3,0.0,0,
2019-11-08,7.1,3.4,9.9,10.9,0.0,0,
2019-11-09,7.0,4.4,8.3,11.0,0.0,0,
2019-11-10,3.9,0.6,8.0,14.1,0.0,0,
2019-11-11,2.8,0.1,6.8,15.2,0.0,0,
2019-11-12,4.0,0.5,8.0,14.0,0.0,0,
2019-11-13,4.4,2.7,6.3,13.6,0.0,0,
2019-11-14,4.3,2.2,8.1,13.7,0.0,0,
2019-11-15,6.6,2.2,10.0,11.4,0.0,0,
2019-11-16,6.6,3.0,8.9,11.4,0.0,0,
2019-11-17,4.3,-1.0,9.9,13.7,0.0,0,
2019-11-18,8.9,4.9,12.4,9.1,0.0,0,
2019-11-19,6.1,4.3,8.8,11.9,0.0,0,
2019-11-20,5.2,4.9,5.6,12.8,0.0,0,
2019-11-21,7.4,5.4,9.4,10.6,0.0,0,
2019-11-22,8.5,7.0,10.1,9.5,0.0,0,
2019-11-23,8.0,6.7,9.9,10.0,0.0,0,
2019-11-24,5.4,3.4,8.9,12.6,0.0,0,
2019-11-25,4.0,2.0,5.8,14.0,0.0,0,
2019-11-26,5.8,4.4,7.2,12.2,0.0,0,
2019-11-27,6.2,4.2,7.6,11.8,0.0,0,
2019-11-28,9.1,6.4,11.5,8.9,0.0,0,
2019-11-29,6.0,3.0,8.9,12.0,0.0,0,
2019-11-30,1.3,-1.9,5.0,16.7,0.0,0,
2019-12-01,1.2,-1.2,3.3,16.8,0.0,0,
2019-12-02,2.8,1.3,5.3,15.2,0.0,0,
2019-12-03,2.4,-1.5,5.0,15.6,0.0,0,
2019-12-04,4.1,-0.3,6.5,13.9,0.0,0,
2019-12-05,0.5,-1.4,4.4,17.5,0.0,0,
2019-12-06,2.1,-1.2,4.7,15.9,0.0,0,
2019-12-07,7.2,5.0,8.9,10.8,0.0,0,
2019-12-08,8.1,5.6,10.6,9.9,0.0,0,
2019-12-09,7.0,5.1,8.7,11.0,0.0,0,
2019-12-10,2.8,0.6,5.2,15.2,0.0,0,
2019-12-11,2.5,0.2,4.3,15.5,0.0,0,
2019-12-12,2.7,1.7,4.4,15.3,0.0,0,
2019-12-13,1.1,-0.7,2.9,16.9,0.0,0,
2019-12-14,2.9,0.1,4.4,15.1,0.0,0,
2019-12-15,5.4,1.8,8.9,12.6,0.0,0,
2019-12-16,5.9,3.8,8.0,12.1,0.0,0,
2019-12-17,7.6,4.3,11.4,10.4,0.0,0,
2019-12-18,8.5,1.2,14.6,9.5,0.0,0,
2019-12-19,5.0,0.8,8.7,13.0,0.0,0,
2019-12-20,6.1,3.6,9.5,11.9,0.0,0,
2019-12-21,6.6,2.4,8.8,11.4,0.0,0,
2019-12-22,3.1,0.9,5.2,14.9,0.0,0,
2019-12-23,5.9,4.0,7.6,12.1,0.0,0,
2019-12-24,5.5,4.5,7.1,12.5,0.0,0,
2019-12-25,5.2,4.6,6.1,12.8,0.0,1,Christmas Day
2019-12-26,3.9,2.8,5.6,14.1,0.0,1,Second Day of Christmas
2019-12-27,3.0,0.8,4.0,15.0,0.0,0,
2019-12-28,0.2,-2.7,2.1,17.8,0.0,0,
2019-12-29,-0.9,-3.7,1.4,18.9,0.0,0,
2019-12-30,3.5,0.4,6.9,14.5,0.0,0,
2019-12-31,5.2,2.7,7.3,12.8,0.0,0,
2020-01-01,1.1,-1.1,4.0,16.9,0.0,1,New Year's Day
2020-01-02,-0.5,-3.8,5.3,18.5,0.0,0,
2020-01-03,4.0,-1.5,6.3,14.0,0.0,0,
2020-01-04,4.0,2.1,6.3,14.0,0.0,0,
2020-01-05,1.0,-1.9,3.7,17.0,0.0,0,
2020-01-06,3.7,2.0,5.1,14.3,0.0,0,
2020-01-07,2.2,-1.3,5.1,15.8,0.0,0,
2020-01-08,5.6,2.6,7.8,12.4,0.0,0,
2020-01-09,7.8,6.4,9.4,10.2,0.0,0,
2020-01-10,9.1,6.0,10.6,8.9,0.0,0,
2020-01-11,4.8,2.7,6.1,13.2,0.0,0,
2020-01-12,3.2,0.7,6.5,14.8,0.0,0,
2020-01-13,5.7,2.4,7.3,12.3,0.0,0,
2020-01-14,7.2,2.7,10.6,10.8,0.0,0,
2020-01-15,10.2,8.6,12.1,7.800000000000001,0.0,0,
2020-01-16,6.6,3.7,9.8,11.4,0.0,0,
2020-01-17,4.1,2.1,8.3,13.9,0.0,0,
2020-01-18,5.3,1.7,7.2,12.7,0.0,0,
2020-01-19,3.4,1.3,5.3,14.6,0.0,0,
2020-01-20,2.0,-1.3,3.5,16.0,0.0,0,
2020-01-21,2.0,-0.2,5.3,16.0,0.0,0,
2020-01-22,3.2,0.3,5.8,14.8,0.0,0,
2020-01-23,2.4,-1.0,5.3,15.6,0.0,0,
2020-01-24,0.1,-2.4,3.3,17.9,0.0,0,
2020-01-25,0.8,-0.2,2.5,17.2,0.0,0,
2020-01-26,0.1,-1.3,2.2,17.9,0.0,0,
2020-01-27,4.3,0.9,8.3,13.7,0.0,0,
2020-01-28,5.5,2.9,8.5,12.5,0.0,0,
2020-01-29,3.6,2.0,5.8,14.4,0.0,0,
2020-01-30,4.9,2.4,7.6,13.1,0.0,0,
2020-01-31,9.1,5.4,11.0,8.9,0.0,0,
2020-02-01,10.5,8.7,11.5,7.5,0.0,0,
2020-02-02,7.3,5.7,8.4,10.7,0.0,0,
2020-02-03,7.1,5.6,9.8,10.9,0.0,0,
2020-02-04,5.0,3.2,7.0,13.0,0.0,0,
2020-02-05,2.6,0.6,4.8,15.4,0.0,0,
2020-02-06,3.9,0.8,5.7,14.1,0.0,0,
2020-02-07,5.5,4.5,7.1,12.5,0.0,0,
2020-02-08,4.5,1.5,8.3,13.5,0.0,0,
2020-02-09,8.1,4.3,11.9,9.9,0.0,0,
2020-02-10,7.6,3.8,12.7,10.4,0.0,0,
2020-02-11,4.4,2.8,6.4,13.6,0.0,0,
2020-02-12,3.8,2.2,5.9,14.2,0.0,0,
2020-02-13,3.5,0.7,5.9,14.5,0.0,0,
2020-02-14,4.0,1.6,6.5,14.0,0.0,0,
2020-02-15,5.2,2.0,9.1,12.8,0.0,0,
2020-02-16,11.3,6.4,15.8,6.699999999999999,0.0,0,
2020-02-17,9.9,6.6,15.9,8.1,0.0,0,
2020-02-18,6.5,5.5,8.0,11.5,0.0,0,
2020-02-19,4.9,3.1,6.8,13.1,0.0,0,
2020-02-20,4.2,0.5,6.6,13.8,0.0,0,
2020-02-21,5.9,3.7,7.7,12.1,0.0,0,
2020-02-22,7.9,5.1,11.4,10.1,0.0,0,
2020-02-23,6.6,4.7,7.5,11.4,0.0,0,
2020-02-24,5.0,3.5,7.2,13.0,0.0,0,
2020-02-25,8.0,4.7,9.8,10.0,0.0,0,
2020-02-26,2.8,1.6,4.4,15.2,0.0,0,
2020-02-27,2.6,1.1,5.7,15.4,0.0,0,
2020-02-28,2.9,-0.2,7.2,15.1,0.0,0,
2020-02-29,6.4,1.6,11.8,11.6,0.0,0,
2020-03-01,6.8,3.8,9.9,11.2,0.0,0,
2020-03-02,5.9,3.5,9.0,12.1,0.0,0,
2020-03-03,4.4,2.5,6.6,13.6,0.0,0,
2020-03-04,3.6,0.6,7.9,14.4,0.0,0,
2020-03-05,4.4,-1.1,10.0,13.6,0.0,0,
2020-03-06,5.3,3.9,7.5,12.7,0.0,0,
2020-03-07,4.5,2.2,6.6,13.5,0.0,0,
2020-03-08,5.1,0.5,9.8,12.9,0.0,0,
2020-03-09,7.0,5.1,10.0,11.0,0.0,0,
2020-03-10,5.5,2.7,8.7,12.5,0.0,0,
2020-03-11,9.6,7.4,12.1,8.4,0.0,0,
2020-03-12,9.6,5.2,12.4,8.4,0.0,0,
2020-03-13,5.9,3.6,9.3,12.1,0.0,0,
2020-03-14,2.7,-2.5,6.7,15.3,0.0,0,
2020-03-15,5.0,-0.4,11.3,13.0,0.0,0,
2020-03-16,7.9,2.8,15.5,10.1,0.0,0,
2020-03-17,8.1,1.9,14.6,9.9,0.0,0,
2020-03-18,10.4,5.1,15.7,7.6,0.0,0,
2020-03-19,10.0,7.3,13.5,8.0,0.0,0,
2020-03-20,6.8,5.1,8.9,11.2,0.0,0,
2020-03-21,3.7,0.5,5.8,14.3,0.0,0,
2020-03-22,1.0,-2.9,4.9,17.0,0.0,0,
2020-03-23,-0.2,-4.7,4.8,18.2,0.0,0,
2020-03-24,0.7,-4.5,6.4,17.3,0.0,0,
2020-03-25,2.1,-2.8,8.0,15.9,0.0,0,
2020-03-26,4.1,-1.6,9.8,13.9,0.0,0,
2020-03-27,7.9,2.5,14.7,10.1,0.0,0,
2020-03-28,7.2,1.4,13.5,10.8,0.0,0,
2020-03-29,2.9,-1.7,5.1,15.1,0.0,0,
2020-03-30,-0.2,-4.0,3.1,18.2,0.0,0,
2020-03-31,0.7,-2.8,3.8,17.3,0.0,0,
2020-04-01,3.1,-2.1,8.5,14.9,0.0,0,
2020-04-02,6.0,2.2,9.1,12.0,0.0,0,
2020-04-03,6.9,2.3,9.9,11.1,0.0,0,
2020-04-04,6.7,1.8,11.3,11.3,0.0,0,
2020-04-05,7.8,0.9,15.0,10.2,0.0,0,
2020-04-06,11.7,4.8,20.1,6.300000000000001,0.0,0,
2020-04-07,11.8,5.3,18.6,6.199999999999999,0.0,0,
2020-04-08,12.3,5.1,20.9,5.699999999999999,0.0,0,
2020-04-09,11.7,7.2,17.6,6.300000000000001,0.0,0,
2020-04-10,8.7,2.2,14.6,9.3,0.0,1,Good Friday
2020-04-11,7.7,0.5,14.2,10.3,0.0,0,
2020-04-12,12.3,2.6,21.8,5.699999999999999,0.0,0,
2020-04-13,7.8,2.8,10.7,10.2,0.0,1,Easter Monday
2020-04-14,5.7,0.4,9.8,12.3,0.0,0,
2020-04-15,8.8,4.5,14.5,9.2,0.0,0,
2020-04-16,11.1,4.8,16.7,6.9,0.0,0,
2020-04-17,10.6,4.8,15.8,7.4,0.0,0,
2020-04-18,10.0,3.9,16.1,8.0,0.0,0,
2020-04-19,8.9,4.9,12.8,9.1,0.0,0,
2020-04-20,9.2,3.2,14.8,8.8,0.0,0,
2020-04-21,10.9,5.1,16.6,7.1,0.0,0,
2020-04-22,12.1,5.7,18.1,5.9,0.0,0,
2020-04-23,13.4,5.6,20.4,4.6,0.0,0,
2020-04-24,14.3,6.7,21.6,3.6999999999999993,0.0,0,
2020-04-25,11.0,7.9,14.2,7.0,0.0,0,
2020-04-26,12.2,7.0,17.2,5.800000000000001,0.0,0,
2020-04-27,13.7,4.1,21.7,4.300000000000001,0.0,0,
2020-04-28,15.8,8.4,22.6,2.1999999999999993,0.0,0,
2020-04-29,12.2,9.0,17.1,5.800000000000001,0.0,0,
2020-04-30,13.3,8.7,17.5,4.699999999999999,0.0,0,
2020-05-01,13.0,9.3,16.7,5.0,0.0,1,Labor Day
2020-05-02,10.7,7.7,15.4,7.300000000000001,0.0,0,
